ID,HospitalName,Address,City,County,State,Zipcode,RatingBelow6,Rating7-8,Rating9-10,Latitude,Longitude
187,CARONDELET HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,SANTA CRUZ,AZ,85621,0.1,0.28,0.62,31.37737,-110.9264
188,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,GILA,AZ,85501,0.09,0.23,0.68,33.53457,-110.75681
189,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,APACHE,AZ,85938,,,,34.094597,-109.22291
190,PHOENIX CHILDREN'S HOSPITAL,1919 EAST THOMAS ROAD,PHOENIX,MARICOPA,AZ,85016,,,,33.503742,-112.03235
191,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,BENTON,AR,72761,0.09,0.28,0.63,36.179905,-94.50208
192,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,JOHNSON,AR,72830,0.09,0.3,0.61,35.490105,-93.4851
193,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3215 N NORTH HILLS BLVD,FAYETTEVILLE,WASHINGTON,AR,72703,0.07,0.22,0.71,36.107078,-94.11592
194,ST VINCENT INFIRMARY MEDICAL CENTER,TWO ST VINCENT CIRCLE,LITTLE ROCK,PULASKI,AR,72205,0.1,0.2,0.7,34.752391,-92.3355
195,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,ROGERS,BENTON,AR,72758,0.05,0.18,0.77,36.306616,-94.14622
196,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,DANVILLE,YELL,AR,72833,0.04,0.19,0.77,35.044021,-93.4195
197,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,WHITE,AR,72143,0.09,0.2,0.71,35.239022,-91.73776
198,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,POLK,AR,71953,0.15,0.23,0.62,34.588479,-94.21567
199,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,PULASKI,AR,72205,0.08,0.19,0.73,34.752391,-92.3355
200,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,BOONE,AR,72601,0.08,0.25,0.67,36.236984,-93.09345
201,SUMMIT MEDICAL CENTER,EAST MAIN AND SOUTH 20TH STREET,VAN BUREN,CRAWFORD,AR,72956,0.1,0.29,0.61,35.456536,-94.34581
202,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,SAINT FRANCIS,AR,72335,0.08,0.24,0.68,35.010683,-90.78048
203,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,CRAIGHEAD,AR,72401,0.08,0.21,0.71,35.844795,-90.68443
206,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,BAXTER,AR,72653,0.06,0.22,0.72,36.329026,-92.35781
207,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,CONWAY,FAULKNER,AR,72034,0.09,0.25,0.66,35.074617,-92.444426
208,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,PULASKI,AR,72117,0.07,0.17,0.76,34.777238,-92.17913
209,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,GREENE,AR,72450,0.09,0.2,0.71,36.065711,-90.5102
210,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,POPE,AR,72801,0.1,0.24,0.66,35.278429,-93.13682
211,CRITTENDEN MEMORIAL HOSPITAL,200 TYLER,WEST MEMPHIS,CRITTENDEN,AR,72301,0.13,0.29,0.58,35.150009,-90.17636
212,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,RANDOLPH,AR,72455,0.03,0.2,0.77,36.304912,-91.0141
213,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,OUACHITA,AR,71701,0.03,0.2,0.77,33.578096,-92.81368
214,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,DREW,AR,71655,0.11,0.32,0.57,33.62086,-91.76272
215,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,SEBASTIAN,AR,72901,0.17,0.24,0.59,35.373791,-94.41371
216,ST EDWARD MERCY MEDICAL CENTER,7301 ROGERS AVE,FORT SMITH,SEBASTIAN,AR,72917,0.09,0.23,0.68,35.191046,-94.23816
217,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,MAGNOLIA,COLUMBIA,AR,71754,0.07,0.24,0.69,33.242571,-93.22996
218,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,MISSISSIPPI,AR,72315,0.12,0.29,0.59,35.925991,-89.91767
219,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,JEFFERSON,AR,71603,0.1,0.27,0.63,34.189398,-92.04495
220,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,STUTTGART,ARKANSAS,AR,72160,0.06,0.2,0.74,34.479852,-91.53854
221,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,JACKSONVILLE,PULASKI,AR,72076,0.14,0.25,0.61,34.879419,-92.12244
222,HOT SPRING COUNTY MEDICAL CENTER,1001 SCHNEIDER DRIVE,MALVERN,HOT SPRING,AR,72104,0.12,0.22,0.66,34.364093,-92.8146
224,HARRIS HOSPITAL,1205 MCLAIN STREET,NEWPORT,JACKSON,AR,72112,0.11,0.31,0.58,35.586065,-91.24695
225,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,SALINE,AR,72015,0.09,0.18,0.73,34.564734,-92.59562
226,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING DRIVE,HELENA,PHILLIPS,AR,72342,0.11,0.24,0.65,34.485028,-90.64636
227,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,UNION,AR,71731,0.09,0.26,0.65,33.198024,-92.52891
228,MEDICAL PARK HOSPITAL,2001 SOUTH MAIN STREET,HOPE,HEMPSTEAD,AR,71801,0.17,0.26,0.57,33.657969,-93.59486
230,NEA BAPTIST MEMORIAL HOSPITAL,3024 STADIUM BOULEVARD,JONESBORO,CRAIGHEAD,AR,72401,0.05,0.19,0.76,35.844795,-90.68443
231,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,INDEPENDENCE,AR,72503,0.11,0.24,0.65,35.734617,-91.534303
233,ARKANSAS HEART HOSPITAL,1701 S SHACKLEFORD ROAD,LITTLE ROCK,PULASKI,AR,72211,0.02,0.09,0.89,34.749723,-92.41345
234,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,PULASKI,AR,72120,0.11,0.21,0.68,34.855962,-92.21997
236,PHYSICIANS' SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,WASHINGTON,AR,72703,0.05,0.11,0.84,36.107078,-94.11592
237,NORTH LOGAN MERCY HOSPITAL,500 EAST ACADEMY,PARIS,LOGAN,AR,72855,,,,35.293281,-93.72139
238,RIVER VALLEY MEDICAL CENTER,200 NORTH THIRD STREET,DARDANELLE,YELL,AR,72834,,,,35.199221,-93.17973
239,MERCY HOSPITAL TURNER MEMORIAL,801 WEST RIVER STREET,OZARK,FRANKLIN,AR,72949,,,,35.549469,-93.81819
241,MERCY HOSPITAL SCOTT COUNTY,1341 WEST SIXTH STREET,WALDRON,SCOTT,AR,72958,,,,34.907335,-94.13624
242,COMMUNITY MEDICAL CENTER IZARD COUNTY,103 GRASSE STREET,CALICO ROCK,IZARD,AR,72519,,,,36.132092,-92.16638
243,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,CROSS,AR,72396,,,,35.229779,-90.83237
244,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,DESHA,AR,71654,,,,33.628723,-91.38236
245,LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,LAWRENCE,AR,72476,,,,36.068015,-90.94429
246,STONE COUNTY MEDICAL CENTER,HIGHWAY 14 EAST,MOUNTAIN VIEW,STONE,AR,72560,,,,35.863114,-92.11108
247,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,HOWARD,AR,71852,0.03,0.17,0.8,33.985613,-93.85214
248,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,1800 BYPASS ROAD,HEBER SPRINGS,CLEBURNE,AR,72543,0.06,0.16,0.78,35.489516,-92.02327
249,OZARK HEALTH,2500 HIGHWAY 65 SOUTH,CLINTON,VAN BUREN,AR,72031,,,,35.586064,-92.48355
251,SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,611 WEST LEE AVENUE,OSCEOLA,MISSISSIPPI,AR,72370,,,,35.696385,-90.02631
252,DALLAS COUNTY MEDICAL CENTER,201 CLIFTON STREET,FORDYCE,DALLAS,AR,71742,,,,33.834201,-92.43421
253,BOONEVILLE COMMUNITY HOSPITAL,880 WEST MAIN,BOONEVILLE,LOGAN,AR,72927,,,,35.105966,-93.97531
255,LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,LITTLE RIVER,AR,71822,,,,33.675597,-94.13465
256,BAPTIST HEALTH MEDICSL CENTER-ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,CLARK,AR,71923,0.09,0.21,0.7,34.111837,-93.05585
257,FULTON COUNTY HOSPITAL,679 NORTH MAIN STREET,SALEM,FULTON,AR,72576,,,,36.359511,-91.83303
258,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY ROAD,CROSSETT,ASHLEY,AR,71635,,,,33.125032,-91.97037
259,ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,CONWAY,AR,72110,0.02,0.21,0.77,35.156491,-92.75858
260,DELTA MEMORIAL HOSPITAL,300 EAST PICKENS,DUMAS,DESHA,AR,71639,,,,33.900515,-91.50041
261,BRADLEY COUNTY MEDICAL CENTER,404 SOUTH BRADLEY STREET,WARREN,BRADLEY,AR,71671,,,,33.608004,-92.08101
262,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82,LAKE VILLAGE,CHICOT,AR,71653,,,,33.351501,-91.27133
263,MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,CARROLL,AR,72616,,,,36.350821,-93.56324
264,PIGGOTT COMMUNITY HOSPITAL,1206 GORDON DUCKWORTH DRIVE,PIGGOTT,CLAY,AR,72454,,,,36.393325,-90.20277
265,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,1101 JACKSON STREET SW,GRAVETTE,BENTON,AR,72736,,,,36.412233,-94.45226
266,ARKANSAS CHILDREN'S HOSPITAL,800 MARSHALL STREET SLOT 301,LITTLE ROCK,PULASKI,AR,72202,,,,34.739224,-92.27765
267,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,ALAMEDA,CA,94545,0.1,0.25,0.65,37.635582,-122.10418
268,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,HUMBOLDT,CA,95501,0.17,0.29,0.54,40.793739,-124.16102
269,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,SAN MATEO,CA,94010,0.06,0.12,0.82,37.574936,-122.36332
270,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,45 CASTRO STREET,SAN FRANCISCO,SAN FRANCISCO,CA,94114,0.09,0.24,0.67,37.758434,-122.43512
271,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,NAPA,CA,94558,0.07,0.21,0.72,38.337243,-122.30027
272,ST HELENA HOSPITAL,10 WOODLAND ROAD,SAINT HELENA,NAPA,CA,94574,0.04,0.17,0.79,38.511241,-122.45695
273,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,AMADOR,CA,95642,0.07,0.26,0.67,38.359772,-120.75324
275,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,SACRAMENTO,CA,95819,0.08,0.23,0.69,38.568855,-121.44099
276,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,LOS ANGELES,LOS ANGELES,CA,90012,0.16,0.29,0.55,34.061611,-118.23944
277,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,RIVERSIDE,CA,92501,0.13,0.27,0.6,33.991181,-117.37074
278,PARADISE VALLEY HOSPITAL,2400 EAST FOURTH STREET,NATIONAL CITY,SAN DIEGO,CA,91950,0.12,0.29,0.59,32.670903,-117.09272
279,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,SAN DIEGO,CA,92103,0.06,0.19,0.75,32.746018,-117.16715
280,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,SAN DIEGO,CA,91942,0.07,0.21,0.72,32.785,-117.0186
281,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,HUMBOLDT,CA,95521,0.09,0.26,0.65,40.867469,-124.07519
282,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,BUTTE,CA,95966,0.19,0.33,0.48,39.491076,-121.49468
283,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,BAKERSFIELD,KERN,CA,93301,0.09,0.22,0.69,35.381408,-119.01935
284,SANTA CLARA VALLEY MEDICAL CENTER,751 SOUTH BASCOM AVENUE,SAN JOSE,SANTA CLARA,CA,95128,0.1,0.26,0.64,37.316983,-121.93555
285,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,BUTTE,CA,95926,0.07,0.26,0.67,39.745973,-121.84259
286,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,LOS ANGELES,CA,91342,0.12,0.24,0.64,34.307877,-118.42904
287,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,TEHAMA,CA,96080,0.07,0.24,0.69,40.183837,-122.24074
288,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,ALAMEDA,CA,94609,0.11,0.28,0.61,37.834926,-122.264
289,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,IMPERIAL,CA,92243,0.12,0.26,0.62,32.783359,-115.57746
290,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,VENTURA,CA,93023,0.06,0.25,0.69,34.456957,-119.25307
291,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,SAN FRANCISCO,CA,94115,0.07,0.24,0.69,37.786129,-122.43736
292,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,RIVERSIDE,CA,92220,0.2,0.3,0.5,33.920803,-116.87897
293,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,SAN FRANCISCO,CA,94110,0.08,0.31,0.61,37.74873,-122.41545
294,ANTELOPE VALLEY HOSPITAL MED CENTER,1600 W AVE J,LANCASTER,LOS ANGELES,CA,93534,0.11,0.28,0.61,34.698696,-118.15015
295,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,TULARE,CA,93291,0.08,0.25,0.67,36.351009,-119.33655
296,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,LOS ANGELES,CA,91204,0.12,0.25,0.63,34.135259,-118.25948
297,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,FRESNO,CA,93715,0.1,0.26,0.64,36.746375,-119.639658
298,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,LOS ANGELES,CA,90028,0.12,0.24,0.64,34.098859,-118.32745
299,OAK VALLEY DISTRICT HOSPITAL,350 S OAK AVE,OAKDALE,STANISLAUS,CA,95361,0.11,0.25,0.64,37.776528,-120.84756
300,ST JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,ORANGE,CA,92868,0.07,0.17,0.76,33.787266,-117.87494
301,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,SAN MATEO,CA,94080,0.06,0.22,0.72,37.652857,-122.4301
302,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,SANTA CLARA,CA,95051,0.05,0.19,0.76,37.346241,-121.9846
303,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN ST,WALNUT CREEK,CONTRA COSTA,CA,94596,0.08,0.26,0.66,37.905924,-122.05858
304,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,SOLANO,CA,94589,0.06,0.23,0.71,38.152068,-122.25074
305,KAISER FOUNDATION HOSPITAL OAKLAND/RICHMOND,280 W MAC ARTHUR BLVD,OAKLAND,ALAMEDA,CA,94611,0.12,0.31,0.57,37.827126,-122.22289
306,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,SAN FRANCISCO,CA,94115,0.06,0.22,0.72,37.786129,-122.43736
307,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,SAN DIEGO,CA,92103,0.1,0.24,0.66,32.746018,-117.16715
308,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,LOS ANGELES,CA,90732,0.08,0.22,0.7,33.736718,-118.31123
309,DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,CONTRA COSTA,CA,94806,0.26,0.27,0.47,37.972623,-122.33873
310,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,VENTURA,CA,93030,0.09,0.23,0.68,34.21707,-119.1769
311,ST JOSEPHS MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,SAN JOAQUIN,CA,95204,0.09,0.25,0.66,37.974273,-121.3147
312,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,SAN BERNARDINO,CA,92411,0.13,0.25,0.62,34.12051,-117.3176
313,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,SONOMA,CA,95476,0.08,0.26,0.66,38.277147,-122.47058
314,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,LOS ANGELES,CA,90255,0.07,0.24,0.69,33.978404,-118.21773
315,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,FRESNO,CA,93710,0.1,0.23,0.67,36.825582,-119.76358
317,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO RD,UPLAND,SAN BERNARDINO,CA,91786,0.08,0.23,0.69,34.101659,-117.65776
318,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,SAN DIEGO,CA,92123,0.05,0.13,0.82,32.803799,-117.13595
319,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,SOLANO,CA,94589,0.11,0.29,0.6,38.152068,-122.25074
320,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,RIVERSIDE,CA,92503,0.16,0.29,0.55,33.91355,-117.46052
321,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,LOS ANGELES,CA,90033,0.09,0.17,0.74,34.050411,-118.21195
322,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,LOS ANGELES,CA,90262,0.12,0.22,0.66,33.924642,-118.20186
323,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,SANTA BARBARA,CA,93454,0.13,0.24,0.63,34.900809,-120.34876
324,SUTTER GENERAL HOSPITAL,2801 L STREET,SACRAMENTO,SACRAMENTO,CA,95816,0.09,0.22,0.69,38.571661,-121.46827
325,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,SANTA BARBARA,CA,93436,0.11,0.23,0.66,34.639682,-120.4471
326,TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,LOS ANGELES,LOS ANGELES,CA,90004,0.14,0.25,0.61,34.07711,-118.30755
327,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,LOS ANGELES,CA,90404,0.07,0.23,0.7,34.026959,-118.47432
328,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,SAN MATEO,CA,94403,0.12,0.28,0.6,37.539686,-122.30266
329,PALOMAR HEALTH DOWNTOWN CAMPUS,555 E VALLEY PARKWAY,ESCONDIDO,SAN DIEGO,CA,92025,0.07,0.32,0.61,33.106862,-117.07077
330,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,LOS ANGELES,CA,91325,0.1,0.27,0.63,34.235055,-118.51766
331,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH ST,MANTECA,SAN JOAQUIN,CA,95336,0.08,0.23,0.69,37.812815,-121.21416
332,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD,KINGS,CA,93230,0.09,0.24,0.67,36.327063,-119.6451
333,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,SAN JOAQUIN,CA,95203,0.09,0.28,0.63,37.954823,-121.30735
334,VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,LOS ANGELES,CA,91209,0.1,0.27,0.63,33.786594,-118.298662
335,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,SANTA CLARA,CA,95116,0.12,0.3,0.58,37.34964,-121.8544
336,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,LOS ANGELES,CA,91406,0.13,0.27,0.6,34.201491,-118.49376
337,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,YOLO,CA,95695,0.06,0.21,0.73,38.697238,-121.80944
338,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,SAN DIEGO,CA,92056,0.13,0.26,0.61,33.195354,-117.28232
339,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,SAN BERNARDINO,CA,92404,0.09,0.22,0.69,34.14856,-117.26298
340,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,MARIN,CA,94945,0.05,0.21,0.74,38.117065,-122.56316
341,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,LOS ANGELES,CA,91776,0.12,0.33,0.55,34.089059,-118.0951
342,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,YUBA,CA,95901,0.23,0.3,0.47,39.15973,-121.53735
344,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,SONOMA,CA,94954,0.09,0.23,0.68,38.243299,-122.6069
345,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,LOS ANGELES,CA,91402,0.05,0.18,0.77,34.223753,-118.44322
346,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,LOS ANGELES,CA,90027,0.06,0.17,0.77,34.111208,-118.28842
347,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,LOS ANGELES,CA,90242,0.06,0.16,0.78,33.92018,-118.14291
348,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,SAN BERNARDINO,CA,92335,0.06,0.19,0.75,34.088911,-117.45213
349,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,MONTEREY,CA,93940,0.05,0.14,0.81,36.586193,-121.88667
350,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,1500 E DUARTE ROAD,DUARTE,LOS ANGELES,CA,91010,,,,34.137707,-117.96569
351,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,LOS ANGELES,CA,90015,0.14,0.26,0.6,34.038993,-118.26516
352,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,NEVADA,CA,95945,0.09,0.28,0.63,39.202725,-121.02076
353,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,SAN FRANCISCO,CA,94109,0.12,0.28,0.6,37.792778,-122.42188
354,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,SANTA CLARA,CA,95128,0.09,0.28,0.63,37.316983,-121.93555
355,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,LOS ANGELES,CA,91436,0.15,0.15,0.7,34.155625,-118.48925
356,VENTURA COUNTY MEDICAL CENTER,3291 LOMA VISTA RD,VENTURA,VENTURA,CA,93003,0.1,0.24,0.66,34.268736,-119.2249
357,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,SAN JOAQUIN,CA,95231,0.13,0.22,0.65,37.882742,-121.27978
358,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,ORANGE,CA,92835,0.06,0.18,0.76,33.903164,-117.91224
359,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 E WASHINGTON BLVD,WHITTIER,LOS ANGELES,CA,90602,0.04,0.12,0.84,33.967562,-118.03384
360,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,SONOMA,CA,95405,0.08,0.22,0.7,38.438161,-122.67419
361,EMANUEL MEDICAL CENTER INC,825 DELBON AVE,TURLOCK,STANISLAUS,CA,95382,0.14,0.25,0.61,37.523901,-120.8516
362,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CONTRA COSTA,CA,94598,0.04,0.15,0.81,37.91878,-122.02618
363,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,MONTEREY,CA,93930,0.11,0.21,0.68,36.21106,-121.05986
364,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,LOS ANGELES,CA,90813,0.09,0.22,0.69,33.781011,-118.19197
365,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,FRESNO,CA,93654,0.09,0.31,0.6,36.608675,-119.43761
366,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,SANTA CRUZ,CA,95076,0.08,0.18,0.74,36.922902,-121.77224
